0	6	1	7	2	7	0
0	9	2	4	1	11	0
0	7	2	8	2	7	0
0	7	2	7	1	9	0
0	10	1	5	2	6	0
0	12	1	4	1	8	0
0	10	2	7	1	10	0
0	12	1	7	1	11	0
0	9	1	4	2	7	0
0	12	2	8	2	8	0
0	10	1	7	2	9	0
0	12	1	8	1	8	0
0	10	2	6	1	7	0
0	9	2	5	2	7	0
0	6	2	4	2	12	0
0	11	1	7	2	6	0
0	11	1	8	2	9	0
0	6	1	8	1	7	0
0	6	2	8	2	6	0
0	10	1	7	1	8	0
0	6	1	6	1	11	0
0	9	1	4	2	7	0
0	9	2	5	2	10	0
0	8	2	6	1	7	0
0	8	2	5	1	7	0
0	10	2	4	1	9	0
0	9	2	8	2	9	0
0	9	2	5	1	7	0
0	11	1	4	2	7	0
0	11	1	4	2	8	0
0	6	1	8	1	9	0
0	7	2	5	2	9	0
0	11	1	8	2	10	0
0	6	1	4	1	11	0
0	12	1	5	2	12	0
0	8	1	4	2	6	0
0	12	1	4	1	12	0
0	7	1	4	1	11	0
0	10	2	6	2	10	0
0	6	2	8	2	10	0
0	6	2	7	2	11	0
0	6	2	5	1	7	0
0	10	2	7	2	10	0
0	8	2	4	1	6	0
0	6	1	7	2	12	0
0	10	2	5	1	6	0
0	10	2	6	1	8	0
0	8	1	8	1	11	0
0	10	2	8	1	12	0
0	12	1	8	2	10	0
0	10	2	4	2	10	0
0	6	1	5	2	12	0
0	7	1	7	2	12	0
0	12	1	5	2	10	0
0	6	2	7	1	6	0
0	10	1	5	2	8	0
0	8	1	8	1	11	0
0	12	2	7	2	9	0
0	10	2	8	1	11	0
0	9	1	5	2	8	0
0	10	2	7	1	7	0
0	11	2	6	1	7	0
0	7	2	7	2	8	0
0	7	1	4	1	7	0
0	8	2	6	1	8	0
0	12	1	4	2	10	0
0	11	2	6	2	9	0
0	7	1	6	1	11	0
0	11	2	8	1	12	0
0	6	2	5	2	6	0
0	8	2	8	2	6	0
0	12	2	5	2	10	0
0	10	1	8	1	11	0
0	9	1	6	2	6	0
0	11	2	6	2	10	0
0	6	2	4	2	7	0
0	7	2	5	2	9	0
0	11	2	6	2	6	0
0	11	2	7	2	10	0
0	11	2	4	1	9	0
0	10	2	7	2	12	0
0	9	1	8	1	6	0
0	7	1	7	1	6	0
0	7	1	5	2	11	0
0	12	1	6	1	9	0
0	9	1	8	2	6	0
0	7	2	8	1	7	0
0	12	1	4	2	11	0
0	12	1	8	2	9	0
0	11	2	8	1	6	0
0	11	1	5	2	12	0
0	10	1	7	1	11	0
0	7	1	6	2	10	0
0	6	2	5	1	7	0
0	12	1	7	2	10	0
0	10	2	4	2	12	0
0	6	1	4	1	12	0
0	10	1	5	2	10	0
0	11	2	7	2	6	0
0	12	2	4	2	11	0
0	11	2	6	2	8	0
0	10	2	6	1	6	0
0	6	2	4	1	12	0
0	8	2	4	1	8	0
0	10	2	6	2	8	0
0	11	2	6	1	6	0
0	10	1	7	2	9	0
0	12	2	4	1	10	0
0	12	1	5	1	8	0
0	9	2	5	1	10	0
0	10	1	7	2	9	0
0	7	2	7	1	6	0
0	8	1	4	2	6	0
0	10	1	7	1	11	0
0	9	2	5	2	12	0
0	10	1	8	1	8	0
0	6	2	6	1	10	0
0	12	2	7	2	9	0
0	12	2	5	2	8	0
0	11	1	4	2	7	0
0	9	2	7	1	10	0
0	6	2	8	1	10	0
0	7	1	7	1	11	0
0	9	1	8	1	12	0
0	9	2	6	1	10	0
0	9	2	6	2	6	0
0	12	2	6	2	6	0
0	9	1	5	2	12	0
0	9	1	7	2	6	0
0	9	2	7	1	9	0
0	11	2	8	2	9	0
0	6	1	5	1	7	0
0	9	2	4	1	12	0
0	9	1	8	2	12	0
0	7	1	6	1	7	0
0	9	1	7	2	10	0
0	10	2	4	1	9	0
0	11	2	7	1	12	0
0	10	2	7	2	10	0
0	8	1	5	1	10	0
0	10	2	6	2	6	0
0	8	1	6	1	6	0
0	8	1	5	1	7	0
0	7	1	4	1	6	0
0	7	1	8	2	7	0
0	10	2	6	1	7	0
0	12	2	6	2	12	0
0	9	2	4	2	9	0
0	7	1	4	2	10	0
0	8	2	8	2	9	0
0	9	2	6	1	9	0
0	11	2	7	2	9	0
0	8	1	6	1	8	0
0	12	2	6	1	12	0
0	10	2	8	1	12	0
0	10	1	8	1	6	0
0	7	1	4	1	12	0
0	8	1	7	2	7	0
0	8	1	5	1	9	0
0	10	2	5	1	11	0
0	12	1	4	2	8	0
0	8	2	6	2	10	0
0	10	2	7	1	8	0
0	7	1	4	2	6	0
0	9	2	6	2	11	0
0	8	2	6	2	11	0
0	6	2	4	2	10	0
0	10	2	6	2	10	0
0	12	1	6	1	6	0
0	7	2	7	1	10	0
0	10	2	8	2	10	0
0	12	1	7	2	11	0
0	7	1	4	1	8	0
0	10	2	8	2	8	0
0	6	1	6	1	8	0
0	11	1	8	1	6	0
0	7	1	8	1	12	0
0	6	1	4	1	9	0
0	12	2	4	1	7	0
0	10	2	4	1	12	0
0	8	1	6	1	10	0
0	9	2	8	2	10	0
0	12	1	6	1	11	0
0	10	1	4	2	9	0
0	12	2	4	2	6	0
0	8	2	8	2	7	0
0	6	1	7	2	11	0
0	7	2	7	1	12	0
0	7	2	5	1	10	0
0	7	2	7	2	9	0
0	8	2	7	2	10	0
0	10	2	6	1	11	0
0	6	2	8	1	12	0
0	7	1	7	2	6	0
0	9	2	6	2	8	0
0	11	2	8	1	6	0
0	7	2	8	2	11	0
0	6	1	7	1	6	0
0	9	2	8	1	9	0
0	11	2	4	2	8	0
0	7	1	6	2	12	0
0	6	2	6	2	6	0
0	7	1	4	1	7	0
0	9	2	8	2	8	0
0	7	2	7	2	6	0
0	10	2	8	1	6	0
0	11	2	7	1	10	0
0	6	1	7	1	10	0
0	8	1	4	2	11	0
0	10	1	4	1	7	0
0	10	1	4	1	10	0
0	9	2	7	1	6	0
0	12	1	8	1	9	0
0	12	2	8	2	11	0
0	9	2	8	2	10	0
0	11	2	8	1	6	0
0	8	1	6	1	10	0
0	9	2	7	1	8	0
0	6	1	7	1	11	0
0	10	2	5	1	6	0
0	9	2	4	1	7	0
0	8	2	4	2	8	0
0	10	2	4	2	12	0
0	8	1	7	2	7	0
0	6	1	4	1	10	0
0	11	2	8	2	10	0
0	7	1	4	2	7	0
0	7	1	8	2	7	0
0	10	1	4	2	7	0
0	8	2	5	1	7	0
0	11	1	4	1	11	0
0	7	1	4	2	11	0
0	8	1	7	2	6	0
0	7	2	4	1	11	0
0	6	1	8	2	8	0
0	12	2	8	1	7	0
0	6	2	7	1	7	0
0	6	2	8	1	12	0
0	11	1	8	1	7	0
0	6	2	6	1	12	0
