0	7	8	8	9	3	0
0	6	5	9	10	1	0
0	7	7	8	9	3	0
0	6	9	11	9	2	0
0	3	10	11	12	2	0
0	4	6	9	7	3	0
0	7	6	13	8	1	0
0	6	6	13	7	3	0
0	3	9	8	6	1	0
0	6	8	9	6	3	0
0	3	6	10	10	2	0
0	7	7	9	11	2	0
0	6	10	9	9	1	0
0	5	7	11	7	1	0
0	3	11	7	12	3	0
0	5	8	13	10	3	0
0	5	9	12	12	1	0
0	4	10	12	9	3	0
0	7	7	9	11	3	0
0	4	6	11	10	3	0
0	3	10	11	9	3	0
0	6	6	8	11	1	0
0	4	6	7	6	3	0
0	5	6	12	6	3	0
0	4	5	12	10	3	0
0	6	5	11	6	1	0
0	7	11	12	11	3	0
0	5	5	9	9	1	0
0	4	10	8	11	3	0
0	3	6	12	12	3	0
0	4	7	7	7	2	0
0	6	8	7	7	1	0
0	5	5	9	7	2	0
0	4	5	13	6	3	0
0	7	9	13	6	1	0
0	7	9	7	8	1	0
0	3	5	7	12	3	0
0	6	7	13	10	1	0
0	7	10	11	9	3	0
0	5	11	11	8	3	0
0	5	5	13	8	2	0
0	5	11	10	9	3	0
0	6	10	11	10	2	0
0	6	5	13	7	3	0
0	7	11	13	10	2	0
0	5	8	13	11	3	0
0	7	9	12	6	1	0
0	4	5	12	6	2	0
0	3	11	9	12	3	0
0	3	6	10	11	3	0
0	7	8	10	7	2	0
0	6	11	9	7	1	0
0	7	10	13	7	1	0
0	7	8	12	10	2	0
0	7	11	11	9	2	0
0	3	8	7	8	3	0
0	4	7	9	9	3	0
0	3	11	13	9	2	0
0	6	9	12	7	3	0
0	6	9	11	12	1	0
0	5	6	8	9	2	0
0	7	9	7	7	2	0
0	5	5	10	10	3	0
0	5	6	7	10	3	0
0	5	6	8	7	2	0
0	4	7	8	11	1	0
0	5	5	13	6	2	0
0	4	10	7	6	2	0
0	6	6	10	6	1	0
0	4	9	7	12	3	0
0	7	5	7	7	2	0
0	3	6	12	8	1	0
0	7	10	8	10	3	0
0	6	9	9	12	2	0
0	3	7	7	7	2	0
0	3	6	10	12	3	0
0	5	6	10	7	1	0
0	7	11	10	7	3	0
0	4	7	13	7	1	0
0	3	8	7	11	1	0
0	3	8	11	7	1	0
0	6	11	11	6	2	0
0	6	10	9	9	2	0
0	7	6	12	10	1	0
0	7	10	7	8	3	0
0	4	6	7	9	3	0
0	6	10	10	6	1	0
0	6	6	12	9	2	0
0	4	5	10	7	1	0
0	4	7	8	6	1	0
0	7	7	7	6	3	0
0	7	8	10	7	2	0
0	5	11	8	7	3	0
0	6	10	10	7	1	0
0	4	6	9	6	3	0
0	5	9	12	6	3	0
0	5	6	9	6	3	0
0	4	9	11	11	2	0
0	7	11	9	9	3	0
0	6	8	11	8	2	0
0	3	11	8	6	3	0
0	5	5	13	12	2	0
0	4	8	9	8	2	0
0	5	10	13	10	3	0
0	4	10	8	12	3	0
0	3	8	7	11	1	0
0	4	5	12	7	2	0
0	6	9	7	9	1	0
0	3	5	10	11	2	0
0	5	8	9	10	2	0
0	3	6	11	6	3	0
0	7	9	13	10	2	0
0	6	10	10	11	3	0
0	5	8	7	7	3	0
0	7	11	9	11	2	0
0	4	6	8	7	2	0
0	4	9	10	11	3	0
0	6	5	10	12	2	0
0	3	11	13	9	1	0
0	3	6	13	9	1	0
0	6	5	8	9	1	0
0	6	8	9	12	2	0
0	6	11	7	7	2	0
0	4	7	8	8	1	0
0	5	11	8	10	1	0
0	4	5	10	9	3	0
0	4	10	8	9	3	0
0	7	9	12	8	2	0
0	4	10	10	8	1	0
0	6	9	10	10	3	0
0	6	6	10	10	1	0
0	3	7	8	9	3	0
0	4	11	11	7	3	0
0	4	11	11	9	2	0
0	7	7	10	9	2	0
0	7	9	10	11	3	0
0	3	10	11	9	3	0
0	7	9	8	9	1	0
0	7	11	9	6	2	0
0	6	8	13	12	1	0
0	6	10	13	11	3	0
0	4	10	8	6	1	0
0	6	8	7	9	2	0
0	7	6	13	12	2	0
0	5	11	7	10	1	0
0	6	6	7	9	2	0
0	4	6	9	7	2	0
0	3	10	13	11	3	0
0	5	8	8	12	3	0
0	4	8	11	8	1	0
0	6	7	13	6	2	0
0	6	8	13	8	1	0
0	5	11	11	8	3	0
0	6	11	9	7	1	0
0	5	9	8	8	1	0
0	7	11	10	12	3	0
0	4	9	13	7	2	0
0	4	9	7	12	3	0
0	7	9	7	11	2	0
0	7	11	9	10	1	0
0	7	9	8	9	1	0
0	7	6	8	8	3	0
0	6	7	9	9	1	0
0	4	11	10	6	3	0
0	4	5	10	6	1	0
0	3	11	8	10	2	0
0	7	6	13	6	2	0
0	7	8	12	6	3	0
0	6	7	7	9	2	0
0	4	5	13	9	1	0
0	6	6	12	12	2	0
0	3	7	13	8	2	0
0	7	6	7	6	1	0
0	4	7	9	8	2	0
0	5	10	9	9	3	0
0	4	10	10	11	3	0
0	6	9	7	7	2	0
0	7	9	9	7	3	0
0	4	10	8	12	2	0
0	7	8	12	10	2	0
0	4	11	13	12	3	0
0	3	5	11	9	2	0
0	7	9	7	11	2	0
0	4	11	13	10	3	0
0	7	11	12	6	1	0
0	7	9	12	7	3	0
0	4	10	10	7	1	0
0	6	11	9	11	1	0
0	7	6	7	10	1	0
0	5	11	10	9	2	0
0	4	6	8	9	3	0
0	7	11	13	11	3	0
0	6	11	10	11	3	0
0	3	10	10	8	1	0
0	5	6	11	9	3	0
0	7	6	13	10	1	0
0	5	11	10	6	2	0
0	3	7	7	10	1	0
0	6	9	11	10	3	0
0	4	8	10	9	2	0
0	7	5	12	10	3	0
0	6	8	12	8	3	0
0	7	5	9	10	2	0
0	6	8	7	8	1	0
0	3	5	11	6	1	0
0	6	5	12	12	3	0
0	6	9	9	11	3	0
0	7	7	13	11	3	0
0	4	10	12	10	1	0
0	6	9	11	9	1	0
0	5	6	11	9	3	0
0	7	6	11	11	1	0
0	5	8	11	10	1	0
0	3	7	9	11	3	0
0	5	8	7	8	3	0
0	5	10	7	11	2	0
0	5	11	7	9	1	0
0	3	6	12	10	1	0
0	7	11	12	8	1	0
0	6	9	11	8	1	0
0	5	7	9	8	3	0
0	4	7	11	10	1	0
0	5	9	12	11	2	0
0	3	6	12	11	2	0
0	7	5	11	9	1	0
0	6	11	12	6	1	0
0	5	11	9	11	3	0
0	6	10	11	10	3	0
0	6	8	7	7	3	0
0	4	6	9	8	3	0
0	4	5	7	7	3	0
0	3	5	13	6	1	0
0	6	9	11	9	2	0
0	5	9	10	11	2	0
0	3	10	13	6	1	0
0	6	6	11	10	1	0
0	3	8	12	10	2	0
0	6	5	11	8	3	0
0	5	11	9	11	1	0
0	3	7	8	10	2	0
0	6	6	13	6	3	0
0	4	5	9	8	3	0
0	7	6	12	11	1	0
0	3	11	13	12	2	0
0	5	7	10	10	2	0
0	5	11	12	11	2	0
0	5	9	9	6	3	0
0	4	9	7	8	2	0
0	7	9	7	11	3	0
0	3	11	13	9	2	0
0	6	11	10	8	3	0
0	7	10	13	6	3	0
0	7	8	7	7	3	0
0	5	10	12	7	2	0
0	3	8	10	7	1	0
0	4	5	13	6	1	0
0	7	6	8	10	3	0
0	6	10	7	8	1	0
0	3	8	8	7	1	0
0	7	9	7	11	1	0
0	4	7	10	7	3	0
0	6	10	9	12	2	0
